Work_Number,Work_Artist,Work_Title,Work_Year,Work_Price,Work_Type,Work_Medium,I_Iinfo::D__Height,I_Iinfo::D__Width,I_Iinfo::D__Depth,I_Imgs::URL_public  
,,,,,,,,,,https://data-us-east-1.primerws.com/kapoor_galleries/i/11e0dbda-9b85-441f-a47d-66ca00629956/Copy%20of%20220715_KapoorGalleries_0063.jpg?Expires=1802811798&Signature=pYlZQ~fJy~At9zCWfLSOI1FezDflitG~RV3RNByyoFM91Aqd~5atwE045IszFmkOHBRjkxTObBsxwpXK0k3Ujv6LhgTlN2cDEvv4FJxN4RKJ0mD~Y0YA0oMe~-vyQvfhA4X4zFVOHUkM9XTPMPmstk54tumNNDJvDYGMQOOassS8pGt2g2qyBJgvVV6crhprZx22wW9312Px1NwGGeKijGyhHowpEISJRMxwqQ-mMbGioXNqmN-wWcrcIfZwCRRf2r~t5YHuNoDSESgDBJ9Ur4~2UAMolsc6tr33LqNmMKTfrtP2nfAraB1nhgClt~JpkaJEn4wOpa--PC1NoNkSQg__&Key-Pair-Id=K2SVGVHI7PEVAH  
,,,,,,,,,,https://data-us-east-1.primerws.com/kapoor_galleries/i/adfe4691-b745-412d-a224-529280a6584a/Copy%20of%20220715_KapoorGalleries_0060.jpg?Expires=1802811799&Signature=EL4J91PZS-r7ZArUHz0zkcAxYgmBj8TQGNdQ2qm6Ujga4ftSdp1dGMRswqp--32DijhNwOJt2~Cf60Ljd80iLqvcZiDVsec9kpSMkGmx4mpWRzpFFl3OEe5iJheG4ySUi32mSlj-IglMCXu5sOkZx77aaMjtGjSr2xhxqMuErNDKllTymSE8Wr2I~Njhjkjgiva-DqkMLS8YYDseuO~CgVZE~ojJ2WOMeun58muu4t5sdxSN0JZSjJHnVYkW8T5VoaY1KhvgkaHdNVnro8oRLHSlt2zPo2W0MsdwgeAuxaLPoePkYN1VutHnxYZclaXxQGLzU2hNM3go-1jRjBG4hQ__&Key-Pair-Id=K2SVGVHI7PEVAH  
,,,,,,,,,,https://data-us-east-1.primerws.com/kapoor_galleries/i/2a181f48-9c3d-4fd2-8a8b-fdf230f3cbb8/Copy%20of%20220715_KapoorGalleries_0057.jpg?Expires=1802811799&Signature=zs5foQygZovmXSxg6VSicaKgmSB4Iq3uXQo1givnaAvI~NcCelnQao9PtlNHt-b2Gln7RWl9iDQA6nsJjsmsxYacJpGC-nUoAf3N-7Y5BXXgMSho6auwD5HcAS-qtGjO5Q3Fjy6Hkqi5XH3AUHMW9xoWBWD2E55ZwzUBQVRuRy73ZJcIiGkZrVvs6oM7KjWQFzqm9HEe1Xtuux60WL75zoT5321gn59CcJ76HjoLskqICW9Y0VPBQnOWyaBtzikh20q54AJhQlU9qkkj9vg5YSSXjrvoosX73dtUGMnS8NTG6dsmx2sms1BG0a6noNcVccIaANhV42CUfrqmKAtxZg__&Key-Pair-Id=K2SVGVHI7PEVAH  
KG-1008,,Head of a Bodhisattva - Gray Schist,,9000,Sculpture,Gray Schist,10,,,https://data-us-east-1.primerws.com/kapoor_galleries/i/96a1f10f-3cb2-43f5-82d1-451c707a9565/Copy%20of%20220715_KapoorGalleries_0030-Pano.jpg?Expires=1802811608&Signature=YaHsTdKQuXpkT99g~XsjAfQh9SjzUwiQTsyyQy7biXDlYkK1QeD8np9NFOXdYYAm2tC5UAf8RlMO9qPwVKrAWBpzroBVzgav0yWeYhqzNUngLKVBEmvsnLxumkccF6eHSMF1ZPsiP4LcaxoeoQgbUp2NNf~fMlxvmEJs8l38F8mdiJrRfJQhTW-Tc0xpYDGFjtDImrg0xmMwzgUNNwZFIdDY~yK7OGf7JGMvouJxbYtpr9Is1GO1d5wnNFFkuJUrFcebEO9ZARk~2kkqZPnTLxWMzxSWa3LjEEuzWUEbRUZTcNR-q7R9xHVyNXRB0NyCqqy8r4fagupBAyIbkHYj2Q__&Key-Pair-Id=K2SVGVHI7PEVAH  
,,,,,,,,,,https://data-us-east-1.primerws.com/kapoor_galleries/i/e6182e9f-fa98-40c5-861a-8b2e6e732083/Copy%20of%20220715_KapoorGalleries_0034-Pano.jpg?Expires=1802811608&Signature=XU3gaWmP8H-HhrE3KH3izXzXg2k45XmP51oaospGRMAUjqJqhzaCj750KL-aqQHixXRyqaLiPgzNN~XUHHSb8yz6bOAYCZEGcL9KZoPlZp7698lBliQyU3IulUY2ciKxeYBQHqjTPsf35~Tn~xdObiW888C4vAdkC9xODs20jWxZyyiKBipb-Ofu0NRNlbTi2bu4jK21oSH5Ru-PCQXaqQ2flagctRy~68IZuKYRacQkU8OD8bkWnFBtLBfh6HmPdNvA~jmDobM5l1h8WSrj71ntrw8FQkWDgVMsAuzrtOgMe2Noq~~eW01dMTcqXXBEKN3xMTEWWavySiU6XFzqOQ__&Key-Pair-Id=K2SVGVHI7PEVAH  
KG-1009,,Frieze with three Boddhisattvas,,,Sculpture,Blue Grey Schist,12,18,4,https://data-us-east-1.primerws.com/kapoor_galleries/i/0f833f9e-b200-42cd-a482-bd8aa2bec2bc/Copy%20of%20220715_KapoorGalleries_0180.jpg?Expires=1802811608&Signature=E-CvaGckhYiySo5dWC0brzmwZbW6nDtlgSS60ryG7QkPYw0DuCPoGOyMt0hu4pVCM6SywUr5wzmppb7WniWOotGHKVcQW8t6kzbk~L0gnog1PIJTdgAHzP1ylSxSrU98tgXIMohJS~ssq3CysQEn8s8gJ3YYYukZtyfkZ9JXo1cjd~nEf7UjJNw5d4FWwUzS1YKzwEpik0zyFt-oacY618wQtAn6yq9csfKCgcPgOXkXJ6MYS-dg2g~0pIjfRrgymPIjNcflSPDc2ed2qj3g~nnyaegqIl0BH1Qj~LxCc0cCQGElMJUXH6i2utEWRqicvSpL1xNrCB5HRH-VWC~tgg__&Key-Pair-Id=K2SVGVHI7PEVAH  
,,,,,,,,,,https://data-us-east-1.primerws.com/kapoor_galleries/i/e4ac859b-a10d-4165-acf8-df003be616f1/Copy%20of%20220715_KapoorGalleries_0184-Pano.jpg?Expires=1802811796&Signature=tKzkTlXKhck00i-DzNPKVgnYeE~5H4QlSjbSKGVSr~RTgdZz07TfTyHQqjwqvYnfhLkZ1IqdVJL87JKsl8mIXxQw3gB59HKeTyU5bLEcp-wos1qETpcHl9aWGj71jMm05S-i-HFkxoPDy21XNM~d2RF8JOrmHZjNgM~Fl3yGU1-MZjT-uJwvgyhDuVHqb6unSFq9l8YVfbO4Buu4CCLLJQ7tyUngSDEheLca5YyLrp6zyNvSyhqq50TR6fk5ia4FFXWcts5g~5wTo765wSdDQCzYhak9wQXhSI2flgF0jcdk8wUpMbtZE8uMo9c8eYkbnEaa5698eZV7sE1gMuxogw__&Key-Pair-Id=K2SVGVHI7PEVAH  
,,,,,,,,,,https://data-us-east-1.primerws.com/kapoor_galleries/i/35a202cb-1ba8-4879-b509-13ac987c5db7/Copy%20of%20220715_KapoorGalleries_0188-Pano.jpg?Expires=1802811796&Signature=ffzmOA2NbYgHHn9bJspSURFYL0kOl5mobcdL79G9rwFl20qU4mUhvN9avF9rzEP3Jp-BdTOB0glje8p~cAG48mi~hiFY9cqe~ZVz6KncIetJAfAmjAQABao7nw1iXMpoxtyNniV6~jlVv4xWYs-eWTNpQ0dCPOHi1swZEsTSQX-gzkeMNagrp4bof5pRxwzi0hZheGALVSm5D3B~NSeQnE86vsOArPX9xJ-xLBpIt52fO5gaihR4-JrMaf2QeGaDMbMGHaaneaJmraozk5GFATt~yIIIvFfTzNpKdn-sHG8~he-QuHRUtKruTSi-DQ5gD3RZDjkBWhQicXguN5sRmA__&Key-Pair-Id=K2SVGVHI7PEVAH  
,,,,,,,,,,https://data-us-east-1.primerws.com/kapoor_galleries/i/e28d24cf-20b1-48ed-af8c-0e6646170389/Copy%20of%20220715_KapoorGalleries_0191-Pano.jpg?Expires=1802811797&Signature=U3xS~GxnwdCTnbx9GotJuTGC1397xZhlX8v9rhkBjOtUkTUGaQPnpDKp-O6bb-v~4PywHvg0LznN147AshIAvkkjBDQnB0dR7npn-fj-uZX4F-sACHwMlsry7XogjxM2yI9WgDJqmYkNhQqE1pU~3bPsivD6LHnB4bOPvzbquaV~nCdM6WLJclYXXK4Vw7skydsLtPhKwQhfwC8CxHdpstjJc1h~IJ4Adv3-JqaCa6~JB6HpYyE6mrEidcI5FK5lT6o9bEUhDNcG7AQCWyqwIKmwD4XIM0E2aew7Pff-6DYJdVGF-rPfJVKy8KsKBpA53K4xywCcw9KWCYu0ImxlaQ__&Key-Pair-Id=K2SVGVHI7PEVAH  
,,,,,,,,,,https://data-us-east-1.primerws.com/kapoor_galleries/i/93dc42b1-237b-4979-ba87-da1c858f6f8e/Copy%20of%20220715_KapoorGalleries_0193-Pano.jpg?Expires=1802811797&Signature=mVLOzS32Jh7q48leD6xj9Jpf-Fc9Z-LuB0wP0ec48EDEnigwBFirqSJTuUsf0Sowacxg2iphurkB30a6nXV87lcFg6MkrvRf5QPPI0wW5mPhOcM10NsFu9RT1G9e2~LUOPa8ZFtGZIc76lOhrKAEmXIUpTDhpn67ZdeTUx7NEHdyaeXZO0zWkZ8By5eFGy0gWgqbDciFboEsdnB4dVtUzKJXAeYArxbnj105UQSTtYbuTDXYduYhEPVMMtVnzyxiDL-ywsZAqbqoKfZohFZEDabOFE5FLOLKW4rr28zW9GnohABuNLByNyOynnslWyKbUq75aJXZAj~PCLlwQcUSnA__&Key-Pair-Id=K2SVGVHI7PEVAH  
,,,,,,,,,,https://data-us-east-1.primerws.com/kapoor_galleries/i/6050e4d5-bcee-4515-8c7b-f4a4b3a98b13/Copy%20of%20220715_KapoorGalleries_0197-Pano.jpg?Expires=1802811797&Signature=inBYk-8DCcaM0oUk8d9vGN1SaJr01Md1v-xCh~Q6OoCueeNvpWATWa1PNrVFzLbMMOKVoKmfMGxn2eMzXCDkL51qfj3o1~IFeYZcIEMHfeYH1sYGiIsy-tznCfO3Go40ja3CrtJLUN5fA6dYqbvZ4FON4nSV0GUJr0hRGMwK7hu4FWiPvNUxCpeNoSH6IIUfgZWyH6xLOxR0rVlq6qt0ZFLnQfN15kKbDBOYjOSeVSI5WM~CpyiL~lWKuZoFuxLTJ6q4kVJ-U95H0aH8KHbJmGRwAJzaVi-mDj81Hil5auNQc50Qt7J0URlYQDiku0D~G0WGKFvT70NOq3fHh~Ktig__&Key-Pair-Id=K2SVGVHI7PEVAH  
,,,,,,,,,,https://data-us-east-1.primerws.com/kapoor_galleries/i/29bebdb9-3b29-4bf1-bb5c-0b7721db9833/Copy%20of%20220715_KapoorGalleries_0200-Pano.jpg?Expires=1802811797&Signature=IGMUBHOg5Ka-5lhAxk51Aq0C5lAn-sYw6ZmBSBAMhCxz-4jttK2JMgaq9aMFaxDrVtNEpYEMg4qxH-2muZYTOqDa4Tp8bhzJHRP~zOq2cJ3tMGungBOdwlxvqd1JLlrKZelz2ScjjJpL0WjjflptKzz-GeDaHCXwX1yfM70S7tka3XittuAwH9vL-co7HpzgVPN4pMaJjQV04K10xsZOMbr85DfBuz6KDr9qKIjRd0yPdMdBs2xrxTe8H9IwZKMla8M1-WbPWc5Nbs~Lh-ZB2YxeGdCScV3CGzif-yhpEAIlsA4Eij6zGFgo~x5dg18tUc2kkIHfNZ4Oqq6-dnfYww__&Key-Pair-Id=K2SVGVHI7PEVAH  
KG-1010,,A gray schist relief of Panchika and Hariti,,,Sculpture,Schist,19,18,7,https://data-us-east-1.primerws.com/kapoor_galleries/i/5db1cd6b-f5a0-40b7-a25c-0be7371e9408/Copy%20of%20220715_KapoorGalleries_0164.jpg?Expires=1802811608&Signature=QtQUZ3UTOgZJTOuhUy2xXsixO6UootJrbbagc0UagsgP5xwYv3JBrsg7fduu7PTplS8D4rJ6by0UfX0eTfojgX3xMihQpV8S5YL8MKrRgVQQTRPY8pYHsz44nmHLiSVFOBak2ciwqvsDn0vG4y8jy5gCu0z~cGMPqkgEE22QTpE40-WkfjJ0sNekJFUCZ0P4r1mfvMFe1Z1~r8VKvQfXn9t3s6-GXlBGS1h43v7x5dKCMRCGp6MMkx4mCggbW5JZkvvLJ~rwDcCqrJG-E-C5IZhK-v93lZmxWxobAo~UQbPMBcfvy2m9CR3EAseeoB1WEyEbwgO~~3WkF47xyo~X4w__&Key-Pair-Id=K2SVGVHI7PEVAH  
KG-1011,,A Great Indian Fruit Bat (Flying Fox),,350000,Painting,Watercolor on Whatman paper,8,13,,https://data-us-east-1.primerws.com/kapoor_galleries/i/61f51a8e-d5b9-4b59-add4-45ab37057d7b/Company%20fruit%20bat%20recto.jpg?Expires=1802811609&Signature=qQGWNI7OUlNcBsvQqJmoiyfw330MBZvVqPA6CKPbQ0jrWKZhA5IE1tF9aVKxuUv4eAyHBi8IXluBOLB3cZRmxXiwkMMvCf9h0gGCk7~fJkKqm~MJBsai-LGmnVCs0pKbBdWODw5EJEauNjobDR6YLiqO4a1y~LfX64UnbT2DYxjEC5W4FY5PynTSCoH0-WA-Nl8Ds0P9Wdeyx3970aOowJjpWh~xEbbn2v5~1tafTtVQGHzhOJkFFvVIujavyEOxhqxJz5261n5XRrrzkLqFcc2NBgVITXUYG3vctE4Xf8W6z2IiB~xXT6CuyjM2PJcmXe1AijtldFxUsHC~2YFrQw__&Key-Pair-Id=K2SVGVHI7PEVAH  
KG-1012,,Jeweled Khanjar (dagger),,,Khanjar,Jade-hilted and jeweled,15,,,https://data-us-east-1.primerws.com/kapoor_galleries/i/011c1356-2b84-4b21-bbfb-79fc2e9e53d1/Jeweled%20Dagger%20D.jpg?Expires=1802811609&Signature=Y1mpcI74yLmr1wmkTfTz7n9ukZ4LtNBH1A3iK~owYn8982b9EtaxffyAzcpj3IdVgD8-uudhmx6~nyspxl35oJbkA9oKMqlN1sgkQ97AmCsa22nQ64hSPbDCyfpzhDZi9xPEomrpymkXFhqZ6Ti-eDwCSY2Bt6zCnVabJsN~2drxfrr9otSlJKMGDOijMR63P6xwv5RpTAfvbMghkMtaD11GbLr30Q58vhZ6tvs1xK1NUcIt6Lsbjyr4cmgKuWSsbq~oDL2R5ob9T8SyxLM2v15A0o5fnrrvCtqMcOYzc1djn~b-V-hohUW3IPmTtXXsSZHeeOd7LmMqf7wYf8yJ-A__&Key-Pair-Id=K2SVGVHI7PEVAH  
KG-1013,,Shishupal and his Retinue: Bhagavata Purana,1775,,Painting,Opaque watercolor heightened with gold on paper,11,8,,https://data-us-east-1.primerws.com/kapoor_galleries/i/4eb3edf9-81fa-493a-a48b-62a236275fec/img20230721_13504801.jpg?Expires=1802811955&Signature=zfFVhXT1m85JOwJH0ShWvPZGdqAW~un~WOPvcsIWTgikSN6pHZeaAEdpC1kB2Za52hFoNCyqiSsd5yBHqyShHNydTMVlO4NS0-18fXUCu3z3xb6nP65y4byRozo7EoJ~-BvuR6BP-WWzEzaDw5EpzuhRAeh3KHGAkCfqkUAuXKA05Xln1CQ0cxJEqIZD4Fc0G2cf~vXU0jnsTdyVSBlB~AS4PiTddQsNWBK5CR~gAKxCN4HiBHDAwFayqkIQnai2qQ4yXXmDN8UkQ2AMbpem~AxAlzd1WUqyPfSgZhxLTryk8yUYvWQbQWFK2nFvKsfQNM1fJUHDFBbbL75We7wKjw__&Key-Pair-Id=K2SVGVHI7PEVAH  
,,,,,,,,,,https://data-us-east-1.primerws.com/kapoor_galleries/i/0ee2f550-4890-4dd1-b5b0-233d9ccb5efc/Sisupalas_and_his_Retinue.jpg?Expires=1802811955&Signature=HPucGm-1uakOddFUPw1RPIi3nkYntrV1QwTqXN-Yn6CRH-JCr0sn8IVUIitRHAbY3Qck1hdVh3h5t5JlPndE4p34hDdO10-8N2vm4Sor0mU44qwh4XIC-LYjbifbF4SzUywxknBv4BsGgmNtF84Rdg42RGqYutiydbZwAJNbcTUSEFgDyVSMTWhkTdYk5K2wthJZ-O45YbOJU-rB1JBvbpKw3QLMj0WNHR8cOIih~zvLdXQcyiZmruJx7k0gcIua6HIYXD3YMgqMi8Udvf5jgiz35HOdvMKdnOZ~JTGMvt0FLznDj9G3G0uDQm1TBIJTIn8~7J8iCEzk58sRZcQpVQ__&Key-Pair-Id=K2SVGVHI7PEVAH  
,,,,,,,,,,https://data-us-east-1.primerws.com/kapoor_galleries/i/b7041578-7cd1-48cb-a42e-d1dc0adf5988/Shishupal%20and%20his%20Retinue%20-%20Verso.jpg?Expires=1802812085&Signature=XQLQY7IXAAc1HawoLYi0xh4ng2Ny67uQdc6na9cWGPsBRfplKC9C7Eu0EUgXEhfLUEapQUymOMucMavFI-~GHwlmYROSiUcWGjSCDY9Rmtr9FUR1yu7TwJ3mjFaKx-na3AbPtn7QiiIrxyAN~sPVTyjdRAMUgP3NUacZpMe4LKlvTZMDyDLu61lF3vKtm0kHnpxYBAmL8wAZv7L-2bXxw-v7OBEz6X2GvQPjN6QcIS~0zl4Y~sMjCHbtXa2JJwWoTXhaqWE-0wDJd~KNbXzpxYFjUA7HcrJrDmzQZP482J05aQdnPDTf0hHuJIcwJsQAX7ipLXcBpV16q4s7Ea5igw__&Key-Pair-Id=K2SVGVHI7PEVAH  
KG-1014,,Mahakala Shadbhuja,,35000,Sculpture,Bronze with polychrome,6,,,https://data-us-east-1.primerws.com/kapoor_galleries/i/38fdc845-e638-4ecf-88fd-11a35a5bb433/Mahakala%20A-1.jpg?Expires=1802811609&Signature=nAHP5RQ6HhYryaiBlTpqnei1K-8yc~DtE0B9DEpOTpIIns1ymjr2cfNI4yiyIxoHNkykCDjd1QRrm7ycm1KuwaoorgoOC1HaSPEEtXy92OhidA4A1rrVk3pLmQ6x2nO7xyoQlXWpORxJJgTvYQ5uRTL8GjqUhb7lpa~d-mHbZ3orx6LMqK9-1k5JBecmnQV1bAp8izF4RiLh1cPR1vCdQv6oCC5n8KeF5ERf3ya-jqpg9E5dSXkewck0EpyMwO7Hi~b526THf7MGtjuxrMnAQtWOqJt49vLZKTY~Y25gjiGr0fv-tYUgNZ5jSrynbWljE46Z8SLNjoBpKnVjJotD7g__&Key-Pair-Id=K2SVGVHI7PEVAH  
,,,,,,,,,,https://data-us-east-1.primerws.com/kapoor_galleries/i/6f63945c-3556-475c-a13a-1a8442554b3c/Mahakala%20D.jpg?Expires=1802811609&Signature=RRP-KP2Na2L4VRDD4RgQSUx~KxVpzAzHWJQ7mPwkJE32zSdgtTjMP-Mjne8qjeLXgkPdrK~LahfzCd9Mr1BL~7ZO4TRpA4UWEI5iU1J0KCaCIuifljAAySQu029h11Tqpz01UmgN23BliaetSkhI~eIYlZer1BZD0Se9Q56ESS2oVNKj3Z7stN86WupePJItPrEDw-~0BR~0B0~glHb6jyX0ABysns3g2xMiXhqWf93Cse3x~1E1esbN8JkS029jAg6vmeJYsO9x2x1~nYUPoRcLmwFpDudQGjYOpFXOqEgjg6f9mrS7S7dc8GOkJo7-HoRS2c9W1V61sf8jfaqqdg__&Key-Pair-Id=K2SVGVHI7PEVAH  
,,,,,,,,,,https://data-us-east-1.primerws.com/kapoor_galleries/i/0e4d9503-e1d4-49d4-a2fd-6373f589c5ae/Mahakala%20F.jpg?Expires=1802811809&Signature=pTGxyVcaL8p2lHy2o~Zoyz9rEkNmtmsMRzb2ug1r5HK10bMBjHs51oWh6rSO2Q0pE6V3RiDstpuQe3HOkzD9visc57Hjv9yGX-201i~lPlMDLstqMbFfgmvqIrx6WPD0lQY8elM5mQyIH0VXXjsyWQGaol5fKevnCEANyuMpuKmi7RAq9re17liESCY~t7oWNHgzGrtEGr1MO6AXJvG7Elzaag8b4knFGFFmbSu611vaZqQ0NX8N9wIHFy1jDSivElXRyoTrrqfAij74QBoqbiLT-Ek-7VcW8JjfjbhduiHKi-b6fswdl4dPQTdgyjndCdO6urqS4jA7x8Jb9WeZcg__&Key-Pair-Id=K2SVGVHI7PEVAH  
,,,,,,,,,,https://data-us-east-1.primerws.com/kapoor_galleries/i/6ec2362d-85a6-4f2f-bc1c-2188e5a59580/Mahakala%20B.jpg?Expires=1802811809&Signature=vFg4qoHrQeRJuAATPgQJKjPR8y5zXBcqAd~2HHSqa-5p00vBDgszGDYF8TfRbk1Q5l~QJ-u5Nhck~MFrZKK4rifmUo2Lp8XitqRyVgbirglZeiKgFgCK4J6WyvgmdM95UA5icObmF18umFiS4XHcpesOMq-RWXjZZIZjVDWPKTzatNLedFWW4wWimxLaGXBDhHxsxfP6oTd~eTyRYBhSTR4YOsqSjOild8mUmE4EMBtVwGd49YZqdu0P8U2asXG8XV4GqUthCiwUyZi~eW3aUhdTSLN1sSX7Hz6XqN48~KmDTq5Ii3glXd06EhX1xB8Fl~Oban4opefzfjvJtiIf1w__&Key-Pair-Id=K2SVGVHI7PEVAH  
,,,,,,,,,,https://data-us-east-1.primerws.com/kapoor_galleries/i/6c1849c9-d9fe-4a98-af1d-d9eaba63c387/Mahakala%20E.jpg?Expires=1802811809&Signature=WKPEg-G8gLjEkTupyL4FjP~MFX1LdjUOo3queRkl4YNCQuALRSp-wVn9d3drUgZa3dA~5NCA7cwm2K1YJylEkyuvywjbRNCPCkVr07odKPIaNZbbPRTXwNNqyFVIqU2prfFMV8RRqj12nP6QXM5A6DVQVbgbliw15GPr8UGN1x~D1tdkMeLGf6g131QXIqhUvwbzwL6lzt~Vtdx6PXF-USFYMKtD7TwfTZQayWbrHAVeRJtFDZa7rWaiMBRtGgG9ERfx80rjaKFBP5yhvOdX8jjM0aKEOS0eN-ktuDwzq~jhkRfoLD1~VTlq2GLn0IlWYVPlZnIoeBYKvg-Wim~wcA__&Key-Pair-Id=K2SVGVHI7PEVAH  
,,,,,,,,,,https://data-us-east-1.primerws.com/kapoor_galleries/i/1709aa5e-69d5-433f-b162-624039448c04/Mahakala%20H.jpg?Expires=1802811809&Signature=TUMzZvOeoLWDlE8G0203h8vY3v8C~5N9h0N5azwKr~KdnkT2clv~I0LAQVOL4bU69ATA9Jo2cl7EHj-Kc8gOO11t5HZfoLeNCJYC2kzFSaW~tr2sur6sb9QQhNjufBP2KPM1xEJ4-Q~bECgfltb57TtbjHttU-24eejnPyX800IaZxlxBykCn4Zn51p0I6dLMeB7yUI9qHyqv5rK8FfwCkhmm0T9pSx8-R2xQ7tqwFI4s5rpav5S-Abma9VLcpa9Qpf-4X8Tl4uRWWKCSPoACEizoyqR7oxDvc~5mGoIzdwYI-NWc-UTYWfc2RjIap6LknsN754rLMOTP8UvbakXpA__&Key-Pair-Id=K2SVGVHI7PEVAH  
,,,,,,,,,,https://data-us-east-1.primerws.com/kapoor_galleries/i/7fef5fc9-8fff-4ea2-94be-c6bc38eb3dc1/Mahakala%20J.jpg?Expires=1802811809&Signature=ivApojuAJgpb51oYMASyGdcPtgHxqV5igE1FsNQnHyFZEGJHxS9LeSogfEOGWzZyeBxI6mU6tRjjRRxEB43tLIgOWm1611O8sZOtWG6zMy5gbj74Gdi6J22bbZiDccp1BqSMBitdV9Hu13gVc87vL3f7~nvk3F6uNd-O0pf3rVA8WeTi1EaLfYnXcZkUsLfNLXCxt45nhxsOg8a8MwL3E8zqdCZ9Y32z0DwpFaX2UwcTsOgOml9f2fL0wlo~7IGZiFN6UOFlaOp4z4LY6Jwfa15kS9eXPyjkFzIOMfvfqK1MI5mdw1NjgJf3P1QnJIt~zJjbTcW58OeKAHc-c2bI3g__&Key-Pair-Id=K2SVGVHI7PEVAH  
KG-1015,,Krishna with sage Narada ,,,Painting,Opaque watercolor heightened with gold on paper,6,9,,https://data-us-east-1.primerws.com/kapoor_galleries/i/d9ca5f8f-0c8f-4afa-a0a1-7f1924f57736/Sage%20Narada.jpg?Expires=1802811609&Signature=wDbNUrhGdVrukUZdyGgKgV3FQpZvTuoRhjAjevXzGZkA775JO8YRWvWkjtEd-GpZVgvqyJWPgAG4M~IwsxhJ-PXkHIG4z1fbG6LDMWt0PfDiHrJ~kZrLIxrCbf9Jg9LlPapwEnk5qoaOjGVbqAiDTXxGcJfSQmIwQmIZrr-AWd-Vj9Hsgq220ROBO3tjCNqBtsrjoB1WAPbKPbOVcgwyi4UIzmYh0gOsgJm~Wj8ddK8uUAfsanH8OWlCi9T0bTYO-KLEYOSLUZlZVHeO9jVtjdCMv~yDp86hsmMPSCSPj3LQmKIXRGBLfEaLqJpYJLGLDtqlCrQo7wNk6lF2eUre8g__&Key-Pair-Id=K2SVGVHI7PEVAH  
,,,,,,,,,,https://data-us-east-1.primerws.com/kapoor_galleries/i/1db38da6-538b-4575-926b-4517c182e94e/220308_KapoorGalleries_0028.jpg?Expires=1802811609&Signature=k0j8GNWxPEtWzwXY5jWh94-CVKaVaZP88rdy7SZjW9NQ32ADtB1A1B0gI0fmdysfNWs~vTaGDARvfU9FB4qF-OWknNuUG8Md67TrBWd66ZGJR6OUk7Vmf9oqWLAZgsVnHJYiZM2xkw0~0gKi5r1pBH7dVZRUysQHkCauXu5MXJiiH1Dj9nOqsgxDO1jzoXJ-ydOr8QmQdBue3d35GO1auveZPoOiJ-C2o4WfN0TuoK543hErJ692RiscNGxA2a3-r2Xcd8kcLBWqHdL14uQZ8oAvNcWP198miZLDGC6QTLhkxYmcYbN6oNkJJ0TcD9~3cgnAUX1lFE4sazUxE9Dy6Q__&Key-Pair-Id=K2SVGVHI7PEVAH  
KG-1016,,A Gray Schist Figure of a Seated Bodhisattva,101,,Sculpture,Schist,,,,https://data-us-east-1.primerws.com/kapoor_galleries/i/df24dc69-2f15-49f7-80bb-dfbd76dc312e/Copy%20of%20Copy%20of%20220715_KapoorGalleries_0205-Pano.jpg?Expires=1802811797&Signature=jLWVHdMJb48irZB9VHMHUClCJyMAcB-VUsQKLyzZWja9JO8kKBfjvbsv6lnGNIIN6wu1lRHyHgAvqWt6hfOcgv4JuuETS~bDrl~gUzX3tBqAbg5rbPt3-0H3NvMZtQT6tU15nMfQhD7c-4A5j~lrh7ge2mqEUj4ZG39CwjMBG3ejdYrj65OP8Ekvi3P~tCn72AGVaAnd3Bn2hz1JCvg7AxrRttQR5EpezznNASOpIrrMk2mySQy7iEC~Q5Q5lI3ytQxyvNLc9uu~4qlJa4YFMyytXMj2ijBaRlSXumFccMf6O9JJTKrQHXmc0u1k34Od3JaBgQAeX4ueTyh34y998w__&Key-Pair-Id=K2SVGVHI7PEVAH  
,,,,,,,,,,https://data-us-east-1.primerws.com/kapoor_galleries/i/b4dd9571-1a9e-46eb-9ec1-1395336b996c/Copy%20of%20Copy%20of%20220715_KapoorGalleries_0206-Pano.jpg?Expires=1802811797&Signature=VLLJVAc5xCQbWRNVOH9x5DZXWCGTdjs6AJgE8Ya4gOdrBbZMOLYVLWCr6AzFuTGCVZ7ms-XKMTpTYXC1w98eAmhE5smmMmhDMkqgUBvqdf1hOXLLFyjeh9WqZuVKBBCgBqxRl~Mg6vJOftILt~13Pds4mSh0KEDIUVgpXlDm~rKFfR8BHNDY8yk0r4omCgWdgDbW8-k0qXweExImmIFChhGbjTR-Lkm3bRkob0--3xHeKAJ3iHfeOuafgoeaVjJQpLGpP9l1VsSQ4Ef-CzTM2rL-dmhToSY0m4fMtzp0B8b8QndI0PSTd9OUdAkXYgB51hqwzWDPSENo41IM46KN0g__&Key-Pair-Id=K2SVGVHI7PEVAH  
